loss,mae,val_loss,val_mae,learning_rate
0.5881200432777405,0.6736347675323486,0.5748335123062134,0.6507786512374878,0.0005000000237487257
0.5793574452400208,0.6673796772956848,0.566055178642273,0.6445811986923218,0.0005000000237487257
0.5707497000694275,0.6611787676811218,0.5573796033859253,0.6383910775184631,0.0005000000237487257
0.5622550249099731,0.6550111174583435,0.5488184690475464,0.6322169303894043,0.0005000000237487257
0.5537704229354858,0.6488189697265625,0.5403976440429688,0.6260795593261719,0.0005000000237487257
0.5455329418182373,0.6427704691886902,0.5320913195610046,0.6199578046798706,0.0005000000237487257
0.5373457670211792,0.6366759538650513,0.523940920829773,0.6138864755630493,0.0005000000237487257
0.5293614864349365,0.6306724548339844,0.5159079432487488,0.6078376770019531,0.0005000000237487257
0.5212989449501038,0.6247034072875977,0.508047878742218,0.6018530130386353,0.0005000000237487257
0.5136247277259827,0.6188427805900574,0.5002585649490356,0.5958571434020996,0.0005000000237487257
0.5059887766838074,0.6129623055458069,0.49259376525878906,0.5898929834365845,0.0005000000237487257
0.4984230101108551,0.6070743799209595,0.4850800931453705,0.5840218663215637,0.0005000000237487257
0.49096614122390747,0.6013017296791077,0.4777151048183441,0.5782134532928467,0.0005000000237487257
0.4836910665035248,0.5955362915992737,0.4704318642616272,0.5724035501480103,0.0005000000237487257
0.4765394926071167,0.5898458957672119,0.46327000856399536,0.5666253566741943,0.0005000000237487257
0.4694163203239441,0.5841431021690369,0.4562873840332031,0.5609275102615356,0.0005000000237487257
0.46246638894081116,0.5784723162651062,0.44936704635620117,0.5552172064781189,0.0005000000237487257
0.45562782883644104,0.5728573203086853,0.44254058599472046,0.5495603084564209,0.0005000000237487257
0.44899579882621765,0.5673010349273682,0.43580490350723267,0.5439471006393433,0.0005000000237487257
0.4422290325164795,0.5617561340332031,0.42930611968040466,0.5385088920593262,0.0005000000237487257
0.43587279319763184,0.556368350982666,0.4228212833404541,0.5330192446708679,0.0005000000237487257
0.42945238947868347,0.5509040355682373,0.4165325164794922,0.5276324152946472,0.0005000000237487257
0.4232029914855957,0.5455384850502014,0.41035860776901245,0.5222829580307007,0.0005000000237487257
0.41706594824790955,0.5403370261192322,0.40432897210121155,0.5170781016349792,0.0005000000237487257
