loss,mae,val_loss,val_mae
382.27740478515625,6.0992021560668945,369.8812255859375,3.9903135299682617
331.2528381347656,1.4371119737625122,340.0994567871094,0.7781073451042175
315.4163513183594,0.4848412275314331,325.7633361816406,0.44125592708587646
302.20330810546875,0.4181853234767914,311.8096618652344,0.31540367007255554
289.12060546875,0.40285006165504456,298.23358154296875,0.47333770990371704
276.1184997558594,0.40825289487838745,284.4667053222656,0.3958894610404968
263.19970703125,0.435476690530777,271.0517883300781,0.5940126180648804
250.31988525390625,0.4488893449306488,257.5863342285156,0.6586307287216187
237.5174102783203,0.4724784791469574,244.01239013671875,0.5606216788291931
224.78305053710938,0.4960203766822815,230.9995880126953,0.8151572346687317
212.14341735839844,0.5284209251403809,217.5926971435547,0.7361563444137573
199.59194946289062,0.5577532649040222,204.5184783935547,0.7990933656692505
187.15603637695312,0.5899431109428406,191.58584594726562,0.8616187572479248
174.84877014160156,0.6226319074630737,178.8145751953125,0.9902662038803101
162.68116760253906,0.6534160375595093,166.1739501953125,1.0108760595321655
150.67466735839844,0.6845066547393799,153.78355407714844,1.085947036743164
138.8645477294922,0.7112011313438416,141.40484619140625,1.0766327381134033
127.26329040527344,0.7374427318572998,129.3718719482422,1.1344578266143799
115.90737915039062,0.7571941614151001,117.37474822998047,1.058377742767334
104.81363677978516,0.7699541449546814,105.97966003417969,1.1130777597427368
94.03543853759766,0.7726864814758301,94.47730255126953,0.9868559241294861
83.64384460449219,0.7794946432113647,83.56477355957031,0.9279491305351257
73.69395446777344,0.7847290635108948,73.1247787475586,0.8881730437278748
64.17523956298828,0.771683394908905,63.049617767333984,0.7752254605293274
55.19759750366211,0.7543639540672302,53.684810638427734,0.6920328736305237
46.7860107421875,0.724885880947113,45.045989990234375,0.651124894618988
39.039024353027344,0.6956947445869446,37.0766716003418,0.5363906621932983
31.999164581298828,0.6605537533760071,30.0556640625,0.5045194625854492
25.692852020263672,0.6136013865470886,23.745677947998047,0.36876949667930603
20.22477149963379,0.579545795917511,18.40218162536621,0.293545126914978
15.550637245178223,0.5334651470184326,13.946977615356445,0.25654828548431396
11.716048240661621,0.5060702562332153,10.353188514709473,0.25309914350509644
8.680191040039062,0.4983702301979065,7.549509048461914,0.27377235889434814
6.3255839347839355,0.4895385503768921,5.424617767333984,0.2873985767364502
4.581767559051514,0.48917660117149353,3.8674991130828857,0.31325387954711914
3.3242623805999756,0.49336516857147217,2.7697997093200684,0.3228987157344818
2.449544668197632,0.49122658371925354,2.0285818576812744,0.3355085551738739
1.8715133666992188,0.49636033177375793,1.5518293380737305,0.3498149514198303
1.503469705581665,0.4978178143501282,1.2544091939926147,0.3661716878414154
1.2677801847457886,0.4971493184566498,1.0757731199264526,0.3821421265602112
1.116208791732788,0.4907161593437195,0.9621925950050354,0.3824872076511383
1.0158311128616333,0.48885801434516907,0.891075611114502,0.39653679728507996
0.946806013584137,0.48670604825019836,0.8424546718597412,0.40950721502304077
0.8877959251403809,0.4805949628353119,0.7990509271621704,0.4129939675331116
0.8308449387550354,0.4749521315097809,0.7606606483459473,0.4184151291847229
0.7873849272727966,0.47311097383499146,0.7268381714820862,0.4229363203048706
0.7515426278114319,0.46950221061706543,0.6976359486579895,0.4177699387073517
0.7105259299278259,0.46105924248695374,0.66683030128479,0.4229506254196167
0.6799913644790649,0.4581798315048218,0.6432914137840271,0.42298126220703125
0.6582306027412415,0.4570159316062927,0.6247718334197998,0.42488715052604675
