iMAG,Ag,logSFR22,logMsT,RVel,Ai,logMHI,Dist,surface_brightness_proxy,e_logMsT,e_iMAG
-19.09,0.59,-0.57,9.08,13701,0.3,9.75,200.4,-17.93066495941965,0.08,0.08
-19.88,0.82,-1.0,9.54,13648,0.43,9.82,199.6,-18.184916143125257,0.03,0.03
-18.86,0.47,-0.57,9.07,9235,0.27,9.57,136.5,-17.84633722972959,0.1,0.1
-18.36,0.33,-0.57,8.84,6679,0.2,9.04,100.0,-16.890533337744703,0.04,0.06
-20.95,1.11,-0.02,10.01,11325,0.58,10.17,166.6,-19.638178677662545,0.06,0.06
-17.79,0.14,-1.17,8.63,7020,0.11,9.38,104.8,-16.80989478055994,0.11,0.11
-18.19,0.19,-0.57,8.81,8114,0.16,9.43,120.6,-17.734196108015116,0.23,0.21
-16.92,0.0,-0.57,8.31,3481,0.0,8.97,52.2,-15.824362672672112,0.1,0.13
-20.13,0.89,-0.4,9.45,10322,0.46,9.47,152.2,-18.716715477374848,0.05,0.05
-18.05,0.26,-0.57,8.58,8057,0.15,9.44,119.8,-17.138392216030226,0.12,0.11
-16.39,0.0,-0.57,7.92,3062,0.0,8.66,46.3,-15.122955994078872,0.08,0.12
-19.22,0.53,-0.26,9.24,7206,0.32,9.29,107.6,-18.206337229729588,0.1,0.11
-17.78,0.05,-0.57,8.7,6615,0.11,9.01,99.3,-16.668285446846387,0.09,0.09
-21.25,1.11,-0.6,10.35,12032,0.62,9.82,176.6,-19.938178677662545,0.06,0.06
-19.42,0.64,-1.22,9.36,5714,0.36,9.43,97.7,-18.00671547737485,0.06,0.1
-18.86,0.49,-0.51,8.86,6998,0.25,9.54,104.5,-18.342464576539186,0.21,0.2
-18.27,0.29,-0.57,8.79,7330,0.19,9.55,109.4,-17.048549962953324,0.07,0.08
-17.55,0.0,-0.57,8.79,6693,0.08,9.4,100.4,-16.438285446846386,0.09,0.09
-18.54,0.32,-1.15,8.89,5023,0.21,9.22,74.0,-17.86493215696735,0.16,0.17
-19.24,0.55,-0.57,9.24,7153,0.33,9.34,106.9,-17.957940933928338,0.06,0.07
-14.05,0.0,-4.13,7.14,892,0.0,7.16,10.6,-12.445365284569014,0.19,0.47
-18.67,0.26,-1.63,9.17,5843,0.24,9.02,88.1,-17.54231095159946,0.09,0.09
-17.22,0.0,-0.57,8.33,6145,0.03,8.96,92.4,-16.469738518874152,0.15,0.15
-18.47,0.28,-0.57,8.92,6152,0.2,9.12,92.6,-17.972872853137087,0.21,0.2
-19.83,0.72,-1.11,9.5,6569,0.41,9.14,98.5,-18.374460950368338,0.09,0.1
-17.63,0.04,-1.36,8.59,5096,0.09,8.91,75.0,-16.423934626889267,0.08,0.09
-18.08,0.24,-0.57,8.6,7258,0.15,9.44,108.3,-17.582872853137086,0.21,0.2
-16.7,0.0,-1.34,8.18,3299,0.0,8.33,49.7,-15.272551133535655,0.06,0.1
-20.24,0.9,-0.53,9.66,11062,0.47,9.97,162.6,-18.957940933928338,0.06,0.06
-17.78,0.13,-1.34,8.52,7416,0.11,9.37,110.5,-17.067052644415845,0.16,0.15
-18.09,0.17,-0.57,8.75,7024,0.16,9.39,104.9,-17.12684399802339,0.11,0.11
-14.23,0.0,-0.57,6.96,1067,0.0,7.82,20.1,-13.134362672672111,0.13,0.24
-17.97,0.21,-0.57,8.5,8365,0.14,9.53,124.1,-16.339187034900775,0.03,0.04
-17.81,0.12,-0.57,8.61,7967,0.11,9.5,118.4,-16.968819408446965,0.13,0.13
-20.28,0.96,-0.47,9.44,10752,0.47,9.91,158.2,-19.31684399802339,0.11,0.1
-18.73,0.42,-0.57,9.07,7834,0.26,9.44,116.4,-17.125365284569014,0.03,0.05
-18.28,0.23,-1.76,8.98,7842,0.19,9.29,116.6,-17.043259395409734,0.07,0.07
-18.37,0.09,-0.57,9.22,6370,0.2,9.2,99.4,-17.118061780218778,0.07,0.11
-18.79,0.32,-0.57,9.18,6954,0.24,9.49,103.8,-18.313449100978374,0.22,0.21
-18.04,0.1,-0.57,8.77,6112,0.15,9.21,99.4,-16.818549962953323,0.08,0.11
-16.02,0.0,-0.57,7.82,3431,0.0,8.8,51.5,-15.143357820967076,0.13,0.15
-18.0,0.24,-1.14,8.63,6845,0.15,9.45,99.4,-16.73295599407887,0.07,0.11
-18.79,0.41,-0.93,9.05,11546,0.26,9.76,169.6,-17.79305970010658,0.11,0.11
-19.85,0.76,-0.76,9.4,7132,0.42,9.55,106.3,-18.538178677662547,0.06,0.07
-17.21,0.0,-1.69,8.14,3420,0.03,8.92,51.4,-16.298392216030226,0.12,0.14
-18.74,0.48,-0.57,8.81,14000,0.25,9.76,204.6,-17.934791252077215,0.14,0.13
-18.56,0.31,-0.57,8.92,7100,0.22,9.17,99.4,-17.8659206585043,0.17,0.18
-16.95,0.0,-0.57,8.33,3816,0.0,8.4,56.9,-15.536715477374848,0.06,0.1
-18.72,0.42,-0.57,8.9,6078,0.24,9.37,91.5,-17.825813889320457,0.12,0.13
-16.9,0.0,-0.57,8.13,3965,0.0,8.7,59.0,-15.820543958936154,0.1,0.12
-18.27,0.24,-0.57,8.83,6914,0.19,9.17,99.4,-16.665365284569013,0.05,0.1
-19.78,0.68,-0.73,9.39,6871,0.38,9.69,102.7,-19.28287285313709,0.22,0.21
-18.35,0.33,-0.67,8.76,7056,0.2,9.4,99.4,-17.159414552509073,0.08,0.12
-17.81,0.21,-0.57,8.44,6580,0.11,9.37,98.7,-17.13493215696735,0.17,0.16
-19.73,0.69,-0.84,9.36,6425,0.39,9.15,99.4,-18.888819408446967,0.13,0.15
-18.5,0.48,-0.57,8.51,14772,0.22,10.05,215.6,-17.420543958936154,0.09,0.09
-18.73,0.38,-0.57,8.94,10196,0.24,9.67,150.2,-18.253449100978376,0.22,0.21
-19.68,0.7,-0.62,9.45,11296,0.4,9.91,165.9,-18.238466589240016,0.04,0.05
-19.81,0.8,-0.22,9.42,14654,0.41,10.21,213.9,-18.51301551646208,0.06,0.06
-16.61,0.0,-0.57,7.96,3880,0.0,9.14,57.8,-15.403934626889267,0.08,0.11
-17.56,0.05,-0.57,8.41,5644,0.08,9.1,82.8,-16.26301551646208,0.06,0.08
-18.51,0.33,-0.97,8.87,6191,0.22,9.29,93.0,-17.288549962953326,0.07,0.08
-20.61,0.92,-0.58,9.77,14710,0.5,10.37,214.7,-20.032220697591534,0.19,0.18
-20.77,1.01,-0.14,10.0,14623,0.55,9.98,213.5,-19.57941455250907,0.07,0.07
-18.76,0.43,-1.08,9.02,6558,0.26,9.39,98.2,-17.463015516462082,0.06,0.07
-17.66,0.21,-0.95,8.25,6569,0.09,9.58,98.3,-17.00408933883127,0.17,0.17
-17.67,0.01,-0.57,8.73,4323,0.09,9.29,64.1,-17.193449100978377,0.22,0.22
-19.28,0.61,-0.57,9.23,12420,0.34,9.63,182.0,-17.90969647872578,0.05,0.05
-19.67,0.56,-1.29,9.53,7691,0.36,9.62,114.4,-19.214196108015116,0.23,0.21
-18.51,0.28,-1.11,8.93,6605,0.21,9.24,98.9,-18.01287285313709,0.21,0.21
-19.64,0.7,-1.77,9.31,6829,0.39,8.87,102.1,-18.35794093392834,0.06,0.07
-18.37,0.29,-1.16,8.78,7908,0.2,9.74,117.4,-17.24231095159946,0.08,0.09
-19.11,0.56,-0.57,9.13,6783,0.31,9.46,101.5,-17.858061780218776,0.07,0.08
-18.64,0.43,-0.88,8.8,6611,0.24,9.23,99.0,-17.129210082866678,0.04,0.06
-20.85,1.11,-0.5,9.82,13070,0.56,10.08,191.4,-19.69066495941965,0.08,0.07
-18.61,0.32,-1.43,9.03,6794,0.23,9.63,101.5,-17.768819408446966,0.13,0.13
-20.99,1.09,-0.86,10.03,12506,0.58,9.95,183.2,-19.83066495941965,0.08,0.08
-18.41,0.46,-0.57,8.66,6850,0.21,9.35,102.3,-16.858558780687225,0.04,0.05
-18.21,0.23,-0.57,8.87,7468,0.18,9.46,111.2,-16.82528721693391,0.05,0.06
-17.58,0.03,-1.52,8.52,1964,0.08,8.89,31.5,-16.328061780218775,0.09,0.17
-17.36,0.02,-0.57,8.37,4777,0.05,8.94,70.5,-15.90446095036834,0.06,0.09
-19.34,0.55,-0.57,9.24,6857,0.32,9.24,102.4,-18.722849805171187,0.18,0.17
-18.27,0.27,-0.57,8.71,6902,0.18,9.42,103.3,-17.538325965092948,0.15,0.15
-19.69,0.7,-0.71,9.51,6971,0.4,9.38,104.3,-17.99491614312526,0.03,0.05
-18.67,0.42,-1.15,8.94,6856,0.24,9.56,102.5,-17.689894780559943,0.11,0.11
-21.31,1.07,-0.54,10.17,13854,0.59,10.13,202.5,-20.812872853137087,0.21,0.2
-19.82,0.65,-1.17,9.62,7388,0.4,9.47,110.1,-18.96102573902481,0.13,0.12
-18.42,0.33,-4.58,8.82,7236,0.21,9.48,108.0,-17.152955994078873,0.07,0.07
-19.49,0.71,-0.69,9.28,6645,0.37,9.51,99.4,-17.92515392283376,0.04,0.06
-18.96,0.56,-0.75,8.98,6845,0.29,9.62,102.5,-17.61876657371358,0.06,0.07
-21.77,1.19,0.53,10.39,14611,0.66,10.28,213.2,-21.17245774882375,0.19,0.17
-16.99,0.0,-2.03,8.31,5472,0.0,9.07,80.4,-16.043908910699386,0.11,0.12
-19.83,0.72,-0.57,9.5,4732,0.41,9.0,69.9,-19.437490627975837,0.09,0.1
-17.31,0.0,-0.57,8.54,6100,0.05,9.42,91.8,-15.868466589240015,0.05,0.07
-20.93,1.12,-0.22,10.01,13245,0.59,9.77,193.6,-19.286199992708013,0.03,0.03
-18.41,0.22,-0.57,9.01,6827,0.19,9.39,105.3,-17.975116732191406,0.24,0.24
-17.74,0.17,-2.24,8.38,6808,0.11,9.16,102.0,-16.36969647872578,0.05,0.07
-19.23,0.62,-0.75,9.06,12796,0.32,10.01,187.3,-18.21633722972959,0.1,0.1
-20.06,0.91,-0.67,9.49,7366,0.45,9.75,109.7,-18.56290874727824,0.04,0.05
-17.54,0.02,-0.57,8.55,4610,0.07,9.05,68.1,-17.105116732191405,0.23,0.22
-19.33,0.59,-0.57,9.34,7332,0.35,9.28,109.3,-17.673280067311907,0.03,0.05
-19.3,0.59,-1.07,9.18,6881,0.33,9.64,102.7,-18.405813889320463,0.12,0.12
-18.39,0.12,-0.57,9.21,7488,0.2,9.49,105.3,-17.063429372344576,0.07,0.1
-18.96,0.39,-1.02,9.24,6774,0.28,9.23,105.3,-17.80066495941965,0.09,0.11
-19.49,0.67,-0.76,9.36,6764,0.37,9.43,101.1,-17.99290874727824,0.04,0.06
-19.4,0.67,-1.11,9.29,12484,0.35,9.76,182.8,-18.000960530161443,0.05,0.05
-18.99,0.46,-2.47,9.19,6483,0.29,9.64,97.0,-17.562551133535653,0.05,0.06
-17.67,0.04,-0.57,8.63,6471,0.09,9.22,96.9,-17.05284980517119,0.18,0.17
-19.21,0.53,-1.26,9.25,6438,0.31,9.36,96.5,-18.333357820967077,0.13,0.13
-18.23,0.27,-1.14,8.79,4215,0.18,9.61,62.6,-16.874189272936597,0.06,0.09
-17.79,0.09,-1.56,8.57,6524,0.11,9.44,105.3,-16.776337229729588,0.11,0.13
-20.53,1.01,-0.33,9.64,13195,0.51,9.84,193.1,-19.434362672672112,0.09,0.08
-19.63,0.69,-0.57,9.36,9917,0.37,9.6,146.2,-18.718392216030225,0.12,0.11
-19.5,0.63,-0.57,9.33,11447,0.36,9.75,168.2,-18.46972587293292,0.1,0.09
-17.63,0.09,-1.2,8.49,7682,0.09,9.27,114.4,-16.36295599407887,0.08,0.09
-21.14,1.11,-0.35,10.29,8982,0.61,9.66,132.8,-19.76969647872578,0.05,0.06
-18.77,0.47,-0.72,8.9,7588,0.26,9.25,105.3,-17.27290874727824,0.05,0.09
-18.88,0.52,-1.0,9.0,7550,0.26,9.64,112.5,-18.111288250630096,0.14,0.14
-19.44,0.58,-0.48,9.29,7705,0.35,9.32,105.3,-18.31231095159946,0.09,0.12
-18.16,0.27,-1.17,8.77,7380,0.17,9.35,110.0,-16.66290874727824,0.04,0.06
-18.85,0.38,-2.52,9.17,7092,0.27,9.33,105.3,-17.450960530161446,0.06,0.1
-18.18,0.27,-0.57,8.73,7636,0.17,9.45,113.7,-16.98941455250907,0.08,0.08
-17.47,0.03,-1.3,8.41,6683,0.07,9.58,100.0,-16.79493215696735,0.17,0.16
-21.27,1.17,0.16,10.28,13423,0.64,9.83,196.4,-19.705153922833762,0.03,0.03
-15.73,0.0,-0.57,7.72,2125,0.0,8.26,33.6,-15.274196108015113,0.23,0.25
-19.05,0.52,-0.97,9.11,6774,0.29,9.39,101.4,-18.19102573902481,0.13,0.13
-19.62,0.59,-0.73,9.38,7056,0.36,9.0,105.3,-19.062141121714475,0.2,0.19
-18.65,0.38,-0.75,8.95,9196,0.23,9.62,135.8,-17.738392216030224,0.12,0.11
-15.92,0.0,-3.37,7.79,2246,0.0,8.8,35.2,-15.464196108015113,0.23,0.25
-17.51,0.08,-1.01,8.31,6575,0.07,9.34,98.4,-16.198178677662547,0.07,0.08
-20.12,0.8,-0.6,9.74,6702,0.46,9.29,100.4,-18.692551133535655,0.05,0.06
-20.91,0.94,0.01,10.25,6691,0.57,9.6,100.0,-19.62794093392834,0.06,0.07
-18.77,0.34,-1.22,9.09,7224,0.25,9.14,107.8,-18.038325965092948,0.15,0.15
-18.1,0.24,-0.57,8.73,7666,0.15,9.61,113.9,-17.60287285313709,0.21,0.2
-17.69,0.11,-1.97,8.41,6730,0.1,9.03,100.8,-16.778392216030227,0.12,0.12
-19.49,0.57,-1.53,9.38,7314,0.35,9.56,108.9,-18.73973851887415,0.15,0.15
-19.17,0.51,-0.81,9.23,6838,0.3,9.76,102.1,-18.43832596509295,0.15,0.15
-19.27,0.55,-0.68,9.06,13284,0.31,10.08,194.4,-18.87749062797584,0.25,0.23
-18.27,0.25,-1.47,8.86,7331,0.19,9.21,109.2,-16.800533337744703,0.04,0.06
-17.69,0.1,-0.96,8.59,7278,0.1,9.24,108.6,-16.34876657371358,0.06,0.07
-18.22,0.16,-1.57,8.84,6790,0.18,9.28,101.4,-16.983259395409732,0.07,0.08
-20.34,0.97,-0.57,9.82,11327,0.5,10.07,166.4,-18.722241894853653,0.03,0.04
-19.61,0.67,-1.15,9.49,6757,0.38,9.47,100.9,-18.210960530161444,0.05,0.06
-18.35,0.33,-1.06,8.73,7403,0.2,9.44,110.3,-17.206437882402813,0.08,0.09
-20.0,0.67,-0.2,9.73,6991,0.42,9.49,104.3,-19.194791252077216,0.14,0.13
-15.86,0.0,-2.85,7.65,2541,0.0,8.76,39.2,-15.109738518874154,0.16,0.18
-19.81,0.56,-1.59,9.76,7630,0.39,9.37,113.6,-19.059738518874152,0.15,0.14
-18.78,0.4,-1.03,9.09,7004,0.26,9.31,104.7,-17.310533337744705,0.04,0.06
-18.75,0.4,-0.57,9.04,7765,0.26,9.34,115.5,-17.48295599407887,0.06,0.07
-19.47,0.6,-0.57,9.37,7591,0.36,9.41,113.0,-18.37436267267211,0.09,0.09
-17.71,0.12,-1.84,8.52,7598,0.1,9.28,113.1,-16.534990926885662,0.08,0.08
-17.32,0.0,-0.57,8.55,9148,0.05,9.58,135.2,-15.892551133535656,0.05,0.06
-19.28,0.51,-0.76,9.29,7756,0.32,9.73,115.3,-18.5112882506301,0.15,0.14
-16.67,0.0,-1.96,8.37,2409,0.0,8.67,37.3,-15.200533337744703,0.08,0.14
-20.06,0.66,-0.27,9.69,6724,0.41,9.83,100.5,-19.625116732191405,0.23,0.22
-20.41,0.84,-0.56,9.93,8510,0.5,9.56,126.2,-19.068766573713578,0.06,0.06
-18.54,0.27,-1.53,9.0,7465,0.21,9.21,111.0,-18.022464576539186,0.21,0.2
-19.2,0.47,-0.44,9.2,7551,0.3,9.55,112.5,-18.807490627975838,0.25,0.24
-18.96,0.43,-1.61,9.04,6990,0.27,9.28,104.3,-18.402141121714475,0.19,0.19
-19.86,0.64,-0.11,9.77,7701,0.42,9.25,114.6,-18.432551133535654,0.05,0.06
-17.87,0.1,-0.57,8.64,6705,0.12,9.22,100.1,-17.414196108015116,0.22,0.21
-21.12,1.02,-0.41,10.21,8565,0.59,9.95,127.0,-20.208392216030227,0.12,0.12
-18.2,0.29,-1.89,8.7,7568,0.17,9.3,112.7,-17.04066495941965,0.08,0.08
-22.01,1.38,0.38,10.55,14826,0.72,10.29,216.3,-21.04684399802339,0.11,0.1
-20.2,0.87,-0.71,9.76,7125,0.47,9.26,106.4,-18.675586070947762,0.04,0.05
-17.98,0.29,-1.6,8.64,7182,0.15,9.34,107.0,-16.455586070947763,0.04,0.05
-18.66,0.25,-1.6,9.17,6934,0.22,9.46,103.6,-18.246213903806066,0.24,0.23
-19.66,0.69,-0.64,9.41,6733,0.39,9.5,100.7,-18.50066495941965,0.08,0.09
-20.09,0.74,-0.57,9.8,10944,0.46,9.64,160.8,-18.511820557895355,0.03,0.04
-19.88,0.69,-0.57,9.52,13334,0.41,9.79,195.1,-19.021025739024807,0.13,0.12
-18.68,0.44,-0.57,8.77,8478,0.24,9.53,125.6,-17.71684399802339,0.11,0.11
-19.83,0.72,-0.57,9.5,7768,0.41,9.61,115.6,-18.953357820967074,0.09,0.1
-19.69,0.73,-0.57,9.31,10366,0.39,9.74,152.5,-18.56231095159946,0.08,0.08
-18.29,0.17,-0.57,8.96,8433,0.19,9.63,125.0,-16.848466589240015,0.05,0.06
-17.59,0.0,-1.68,8.72,2383,0.08,8.35,37.0,-16.821288250630097,0.15,0.19
-15.82,0.0,-0.57,7.84,938,0.0,8.09,17.4,-15.242220697591534,0.22,0.33
-17.95,0.17,-0.57,8.65,7423,0.14,9.29,110.6,-16.65301551646208,0.06,0.07
-17.76,0.13,-0.75,8.62,6876,0.11,9.21,102.6,-16.195153922833764,0.04,0.06
-18.77,0.43,-0.9,9.08,9029,0.26,9.74,133.5,-17.232035902274415,0.05,0.06
-20.76,0.9,-0.08,10.13,7571,0.54,9.6,112.8,-19.76305970010658,0.1,0.1
-19.99,0.86,-0.65,9.49,7606,0.44,9.57,113.2,-18.648766573713576,0.06,0.06
-21.09,1.16,-0.25,10.09,11329,0.6,10.03,166.4,-19.67671547737485,0.05,0.05
-19.83,0.72,-0.57,9.5,7143,0.41,9.25,106.4,-18.702310951599458,0.09,0.1
-18.69,0.46,-0.53,8.87,9040,0.25,9.42,133.7,-17.220533337744705,0.04,0.05
-19.8,0.59,-0.71,9.64,13896,0.38,9.96,203.0,-19.386213903806066,0.24,0.22
-20.47,0.96,-0.52,9.72,13253,0.5,9.89,193.8,-19.263934626889267,0.07,0.07
-18.71,0.36,-0.57,9.0,10617,0.24,9.64,156.3,-18.03493215696735,0.16,0.16
-19.58,0.61,-1.32,9.28,7016,0.35,9.79,104.8,-19.166213903806064,0.24,0.23
-20.3,0.92,-0.24,9.6,10668,0.48,9.96,156.9,-19.109414552509072,0.07,0.07
-19.35,0.6,-0.86,9.31,9150,0.35,9.59,135.2,-17.89446095036834,0.04,0.05
-17.88,0.25,-1.16,8.47,6290,0.13,9.12,94.3,-16.315153922833762,0.04,0.06
-19.83,0.72,-0.96,9.5,6842,0.41,9.28,102.3,-18.578061780218775,0.09,0.1
-20.04,0.77,-0.63,9.5,6989,0.42,9.43,104.5,-19.3459206585043,0.16,0.16
-18.34,0.26,-0.57,8.87,9065,0.19,9.62,134.0,-17.463357820967076,0.13,0.12
-20.84,0.94,-0.57,9.87,8760,0.53,9.84,129.6,-20.222849805171187,0.18,0.17
-19.37,0.62,-0.57,9.13,13582,0.33,10.16,198.5,-18.77245774882375,0.18,0.17
-19.75,0.72,-0.57,9.12,13248,0.38,9.82,193.9,-19.172220697591534,0.19,0.18
-18.9,0.47,-0.57,9.1,9218,0.28,9.62,136.2,-17.348558780687224,0.03,0.04
-18.96,0.39,-1.09,9.21,9683,0.27,9.67,142.8,-18.247052644415845,0.16,0.15
-19.96,0.66,-0.81,9.83,6707,0.42,9.33,100.2,-19.191288250630098,0.15,0.14
-21.14,1.13,-0.08,10.3,9229,0.61,9.62,136.3,-19.629210082866678,0.04,0.04
-20.23,0.88,-0.1,9.6,9464,0.47,9.69,139.6,-18.978061780218777,0.07,0.07
-20.15,0.86,-0.75,9.56,6831,0.46,9.53,102.0,-18.943934626889266,0.07,0.08
-19.57,0.71,-0.57,9.3,9168,0.37,9.74,135.4,-18.379414552509072,0.07,0.08
-18.68,0.37,-1.2,8.99,10367,0.24,9.85,152.5,-17.48941455250907,0.07,0.07
-20.16,0.79,-0.61,9.63,9258,0.44,9.99,136.7,-19.465920658504302,0.16,0.16
-18.71,0.21,-0.57,9.37,9296,0.24,9.99,137.3,-17.76390891069939,0.11,0.11
-19.46,0.71,-0.3,9.23,14260,0.35,10.01,208.2,-18.41322416285454,0.1,0.09
-18.12,0.18,-0.57,8.79,9130,0.16,9.69,135.0,-16.77876657371358,0.05,0.06
-21.18,1.14,-0.01,10.31,13273,0.62,10.01,194.2,-19.68290874727824,0.04,0.04
-19.4,0.64,-0.57,9.2,6949,0.35,9.82,103.8,-18.25643788240281,0.08,0.09
-18.58,0.41,-0.9,8.84,7789,0.23,9.65,115.8,-17.40499092688566,0.08,0.08
-18.79,0.43,-0.57,9.07,9443,0.27,9.42,139.4,-17.198557927321122,0.03,0.04
-18.72,0.32,-1.69,9.09,9333,0.24,9.52,137.8,-18.182221550957635,0.2,0.19
-17.63,0.08,-1.07,8.56,6139,0.09,8.82,92.2,-16.146682886805664,0.05,0.07
-17.91,0.11,-0.88,8.57,6685,0.13,9.06,99.8,-16.345153922833763,0.04,0.06
-20.0,0.83,0.12,9.06,10207,0.41,9.97,150.2,-19.565116732191406,0.23,0.22
-20.85,1.06,-0.27,9.92,13422,0.56,10.14,196.3,-19.72231095159946,0.08,0.08
-22.04,1.44,-0.29,10.62,13344,0.73,10.35,195.2,-20.818549962953323,0.07,0.07
-19.3,0.64,-0.57,8.99,6836,0.32,9.82,102.0,-18.62493215696735,0.17,0.16
-18.6,0.46,-0.57,8.83,10372,0.24,9.84,152.5,-17.08921008286668,0.04,0.04
-19.33,0.61,-0.85,9.28,7001,0.34,9.04,104.6,-17.988766573713576,0.06,0.07
-18.04,0.21,-0.57,8.62,7668,0.15,9.42,114.1,-17.026337229729588,0.1,0.1
-20.35,0.89,-0.08,9.71,9147,0.49,9.46,135.1,-19.082955994078873,0.06,0.07
-18.83,0.46,-1.37,8.9,9170,0.25,9.7,135.6,-18.252220697591532,0.19,0.18
-18.62,0.38,-0.57,8.99,6668,0.24,9.32,99.6,-17.192551133535655,0.05,0.06
-20.84,0.94,-0.91,10.25,7057,0.56,9.3,105.4,-19.55794093392834,0.06,0.07
-20.2,0.91,-0.49,9.59,14431,0.47,9.9,210.6,-18.888178677662545,0.06,0.06
-18.66,0.45,-0.57,8.83,6286,0.24,9.16,94.3,-17.50066495941965,0.08,0.09
-17.98,0.17,-1.47,8.64,5419,0.14,9.04,79.6,-16.98305970010658,0.11,0.12
-17.64,0.04,-0.57,8.52,5506,0.09,9.06,80.9,-17.003394454066047,0.17,0.17
-18.98,0.43,-1.71,9.19,6691,0.29,9.33,100.0,-17.552551133535655,0.05,0.06
-20.11,0.58,-0.29,9.99,5487,0.43,9.65,80.6,-19.552141121714474,0.2,0.19
-19.94,0.83,-0.51,9.46,10591,0.43,9.88,155.6,-18.718549962953325,0.07,0.07
-18.43,0.2,-1.78,9.09,5744,0.19,9.55,86.4,-18.016213903806065,0.24,0.23
-21.78,1.36,1.3,10.24,17357,0.68,10.36,252.2,-20.868392216030227,0.12,0.11
-19.27,0.54,-0.73,9.17,13595,0.31,10.05,198.7,-18.712141121714474,0.2,0.19
-20.2,0.85,-1.46,9.56,7017,0.45,9.81,104.7,-19.412973150399914,0.14,0.14
-19.2,0.67,-0.54,8.81,14021,0.31,10.17,204.8,-18.21989478055994,0.11,0.1
-20.32,0.87,-0.06,9.73,14293,0.48,9.95,208.6,-19.208285446846386,0.09,0.08
-20.94,0.97,0.27,10.15,13091,0.55,10.0,191.5,-20.1712882506301,0.15,0.14
-20.17,0.83,-0.64,9.63,13472,0.45,9.92,197.0,-19.241091108918795,0.11,0.11
-19.17,0.38,-1.06,9.62,13463,0.32,9.82,196.8,-17.552241894853655,0.03,0.03
-18.94,0.48,-0.76,9.04,6555,0.28,9.21,98.2,-17.780664959419653,0.08,0.09
-20.41,0.97,-0.78,9.54,13383,0.49,9.7,195.7,-19.379725872932916,0.1,0.09
-17.6,0.09,-0.57,8.4,6445,0.09,9.37,96.3,-16.18671547737485,0.05,0.06
-19.83,0.81,-0.41,9.39,6773,0.42,9.17,101.1,-18.26515392283376,0.04,0.06
-18.19,0.27,-0.56,8.65,6744,0.17,9.39,100.6,-17.06231095159946,0.08,0.09
-18.26,0.26,-2.89,8.78,6903,0.18,9.34,102.9,-17.365813889320464,0.12,0.12
-20.16,0.89,-0.42,9.62,13722,0.46,10.01,200.6,-18.818766573713578,0.06,0.05
-19.04,0.53,-1.0,9.08,7046,0.3,9.51,105.1,-17.880664959419647,0.08,0.08
-17.57,0.19,-0.57,8.39,6900,0.08,9.29,102.9,-16.50683066148914,0.09,0.1
-17.54,0.0,-1.43,8.58,7031,0.08,9.38,105.0,-16.140960530161443,0.05,0.06
-17.73,0.13,-0.96,8.49,6935,0.11,9.13,103.5,-16.27446095036834,0.04,0.06
-19.83,0.72,-2.73,9.5,2086,0.41,8.74,33.2,-18.225365284569012,0.09,0.1
-21.1,1.15,-0.21,9.95,14711,0.59,10.12,214.6,-20.171091108918795,0.11,0.11
-20.8,1.06,-0.99,9.98,14802,0.57,10.0,215.9,-19.208557927321124,0.03,0.03
-18.77,0.47,-0.63,9.0,6784,0.26,9.6,101.3,-17.245586070947763,0.04,0.06
-20.0,0.89,-0.54,9.46,14441,0.43,10.06,210.6,-18.920543958936154,0.09,0.09
-19.83,0.72,-0.57,9.5,6995,0.41,9.22,104.4,-19.374196108015113,0.09,0.1
-19.33,0.57,-0.57,9.24,9305,0.33,9.78,137.3,-18.40109110891879,0.11,0.11
-19.24,0.51,-1.33,9.32,9335,0.31,9.61,137.7,-18.527052644415843,0.16,0.15
-19.55,0.62,-0.55,9.48,10696,0.36,9.44,157.0,-18.708819408446967,0.13,0.12
-20.51,1.01,-1.06,9.67,9289,0.51,9.83,137.1,-19.366437882402813,0.08,0.08
-15.85,0.0,-0.57,7.87,1325,0.0,8.63,24.0,-14.55301551646208,0.1,0.21
-19.02,0.34,-0.33,9.51,9379,0.29,9.86,138.4,-18.12581388932046,0.12,0.12
-19.34,0.51,-1.19,9.33,13594,0.32,9.95,198.5,-18.802221550957636,0.2,0.19
-18.38,0.28,-2.11,8.9,6840,0.2,9.39,102.0,-17.09794093392834,0.06,0.07
-21.35,1.13,-0.74,10.46,9305,0.64,9.74,137.3,-20.00876657371358,0.05,0.06
-20.55,0.95,-0.36,9.79,15126,0.51,9.79,220.6,-19.503224162854536,0.09,0.09
-20.1,0.88,-0.96,9.64,15041,0.46,10.08,219.4,-18.68671547737485,0.05,0.05
-19.7,0.7,-0.29,9.18,13803,0.37,9.74,201.4,-19.223449100978375,0.22,0.21
-20.33,0.82,0.34,9.83,8163,0.48,9.52,121.1,-19.170664959419646,0.08,0.08
-18.86,0.46,-1.33,8.98,6609,0.27,9.56,98.8,-17.86305970010658,0.11,0.11
-20.23,0.83,-0.42,9.74,9458,0.47,9.83,139.4,-19.16683066148914,0.09,0.09
-18.82,0.4,-0.57,9.06,9369,0.26,9.5,138.2,-18.051288250630098,0.15,0.14
-14.51,0.0,-3.0,7.28,1299,0.0,7.75,23.8,-13.096715477374849,0.1,0.22
-19.18,0.6,-0.57,9.15,6886,0.32,9.62,102.6,-17.88301551646208,0.06,0.07
