lgMHI,lgMstar,NUVr,lgmust,lgSFR_tot_median,W50cor,INCL,lvir_ratB
9.25,10.455,3.88,8.76,-0.02813604,267.0,52.7,-3.80223
8.76,9.370506,2.59,8.13,-0.73235285,29.0,62.1,-0.5028426
8.053,9.684562,5.25,9.07,-2.3333333,0.0,60.8,-0.7367266
7.904,9.613108,4.84,8.49,-0.72283727,109.0,70.9,-1.0132521
10.18,9.960168,1.55,8.46,-0.09590736,245.0,53.2,-0.97448325
9.2,10.193519,3.18,8.66,-0.09329032,275.0,48.2,-4.4933996
9.25,9.919288,2.71,8.53,-0.5596224,196.0,38.6,-0.43914953
8.925,10.641,6.14,8.87,-0.39771137,429.0,81.5,-0.7182432
9.026,10.831,5.75,9.02,-1.0043308,0.0,34.9,-3.2838008
9.36,9.973159,2.43,9.19,-0.07198048,245.0,21.7,-4.1569943
8.087,9.32598,3.81,8.35,-1.4464445,0.0,74.6,-0.11808697
8.439,9.674924,3.31,8.26,-0.20559268,143.0,53.2,-0.96804976
9.274,9.582536,5.34,8.55,-1.9054544,39.0,77.8,-0.25438958
9.67,9.99473,3.31,9.33,-0.9690593,299.0,78.5,-0.3736653
8.722,10.501,4.85,8.89,-1.3783087,0.0,75.2,-0.5047743
10.12,10.327,3.96,8.46,-1.4214286,373.0,23.9,-3.8355749
8.657,10.432,5.4,9.33,-1.5,0.0,57.1,-3.5697894
8.729,10.738,4.96,9.18,-1.3666666,259.0,53.7,-0.3475356
10.03,10.298,2.06,8.42,-0.61852485,314.0,42.0,-3.6392822
10.18,10.77,2.58,8.81,0.64972687,296.0,40.0,-4.153733
10.093,10.914,2.74,9.06,0.10644592,406.0,58.2,-3.843777
9.559,10.872,6.19,9.25,-1.0982637,482.0,52.2,-3.783683
9.18,10.602,4.03,8.88,0.1318182,320.0,44.7,-4.0061674
9.806,10.598,3.75,9.03,0.646101,335.0,48.2,-1.329148
9.246,11.082,4.33,8.99,-0.92210144,0.0,47.7,-3.6471803
10.024,10.042,1.91,7.87,-0.9943425,62.0,31.3,-3.691497
8.891,10.561,5.3,9.15,-0.7356321,0.0,50.4,-3.526476
9.618,10.951,4.81,9.04,-0.00023474044,511.0,69.0,-0.98630154
9.373,10.296,2.96,8.14,-1.4929012,207.0,40.8,-3.345404
10.447,11.054,2.75,9.01,0.66283035,471.0,62.8,-1.0495487
9.24,10.696,4.48,8.93,-0.6447116,316.0,61.1,-1.4580909
8.729,10.43,5.1,9.28,-1.3096154,0.0,43.8,-0.55374825
9.406,10.15,2.56,8.29,0.08882061,210.0,37.8,-3.7763414
8.972,10.548,5.3,9.25,-0.8419888,128.0,52.1,-1.1736045
10.41,11.054,2.84,8.55,0.7124416,464.0,73.2,-3.7685976
9.852,10.569,3.06,8.94,0.9431959,313.0,40.9,-3.7635489
9.901,10.503,3.25,8.79,-0.9733812,219.0,40.2,-3.7694619
8.867,10.571,4.96,8.82,-0.9424459,0.0,52.4,-0.98079
9.093,10.894,5.54,8.58,-1.0269231,0.0,39.5,-1.3678066
9.96,10.125,2.41,8.15,-0.234541,239.0,39.5,-4.0850067
9.368,11.183,5.82,9.07,-0.89586216,0.0,48.8,-1.4354813
9.027,10.407,3.22,8.61,0.32673997,220.0,36.1,-3.8696537
8.529,10.286,5.46,9.25,-1.1008823,0.0,49.9,-0.03326472
9.596,10.304,3.2,8.87,-2.4970298,334.0,59.9,-3.6393735
8.986,10.829,5.74,9.16,-1.2827703,0.0,40.0,-0.70457906
8.096,9.706269,5.47,9.2,-1.8941175,0.0,55.7,-0.5920975
9.058,10.864,5.14,9.58,-1.2376812,0.0,67.9,-1.1932014
10.44,11.147,3.26,8.95,-0.4031691,528.0,71.6,-1.1068838
10.246,10.67,4.18,9.08,-0.36785713,521.0,64.2,-0.7760331
9.64,11.037,4.76,9.06,-0.74316543,410.0,59.0,-0.6660695
9.86,10.181,3.21,9.15,-0.30949697,175.0,33.3,-3.0655046
9.4,9.664997,2.35,8.51,-0.37868664,176.0,35.8,-0.6350283
9.401,10.288,3.34,8.68,0.12157893,285.0,53.0,-3.8827758
9.691,9.9526415,3.03,8.66,-0.26042464,389.0,35.2,-1.043264
9.762,10.235,2.26,8.47,0.26538467,341.0,47.3,-0.8960109
9.935,10.767,2.97,8.6,0.6819233,352.0,55.2,-0.5328087
9.236,11.035,5.97,9.26,-1.2374172,0.0,41.5,-4.039982
8.953,10.735,5.71,9.23,-1.0400735,0.0,56.1,-0.9635331
9.408,11.362,6.04,9.27,-0.8755102,0.0,34.2,-1.1904652
9.399,10.47,3.55,8.7,0.76524276,142.0,52.3,-3.3402982
9.112,10.885,6.07,9.3,-0.9104167,0.0,53.9,-4.1519933
9.456,11.204,5.79,9.2,-0.7049294,0.0,39.5,-1.247708
9.869,11.029,4.05,8.96,0.3183487,409.0,63.1,-1.3533587
10.15,10.853,3.71,9.06,0.72638905,331.0,69.9,-0.6045227
9.619,11.442,6.1,9.27,-0.8396225,0.0,44.5,-0.8737347
8.745,10.396,5.1,8.88,-0.18907271,0.0,82.1,-0.33763313
8.686,10.494,5.81,8.9,-1.552721,0.0,60.2,-0.40819636
9.094,10.916,5.22,9.23,-1.0923663,274.0,51.3,-3.8934517
8.651,10.44,5.0,8.84,-0.49301073,0.0,70.5,-1.6971685
9.399,11.179,5.99,9.35,-0.11621618,0.0,68.5,-2.0663812
9.937,11.161,3.87,9.08,-0.7591603,327.0,15.7,-4.2639475
7.97,9.360384,5.19,8.54,-1.6878453,0.0,55.2,-0.6661794
8.031,9.516894,4.92,8.67,-1.8923357,0.0,43.7,-0.7625668
8.129,9.809035,5.41,8.73,-1.9907563,0.0,57.6,-0.6761396
9.706,10.32,2.89,8.28,0.28403097,280.0,54.0,-3.8823714
8.204,9.953501,5.46,9.13,-1.5646616,0.0,52.5,-0.62326807
8.334,9.670302,2.63,8.29,0.086591676,59.0,35.3,-0.76954633
8.189,9.930723,5.39,9.2,-1.695,0.0,33.7,-0.74210066
9.096,10.881,6.01,9.14,-1.169014,0.0,44.0,-3.916998
9.257,11.023,5.74,8.96,-1.0215231,0.0,44.2,-0.99242294
8.698,10.288,5.89,9.25,-1.6714844,0.0,56.5,-0.48962796
10.15,10.937,3.74,9.0,-0.31666645,541.0,73.7,-1.7558271
8.033,9.440511,5.06,8.67,-1.775,0.0,49.2,-0.9269446
9.643,11.22,4.6,8.83,-0.93974346,289.0,25.9,-0.9129133
8.011,9.324483,2.75,8.46,0.21659335,0.0,45.4,-1.0015619
8.011,9.559094,5.99,8.55,-1.3625,0.0,46.0,-0.67218024
8.035,9.425605,5.71,8.27,-1.8645569,0.0,34.1,-0.88644236
8.089,9.686453,5.5,8.55,-1.5351974,0.0,53.7,-0.96744215
8.523,10.198613,6.09,9.11,-1.8356687,0.0,39.6,-0.61922485
8.324,10.048184,5.26,8.94,-1.8769735,0.0,44.6,-0.6579917
8.095,9.7256775,5.23,8.81,-1.936503,0.0,23.6,-0.66301775
9.179,10.23,2.72,8.14,0.33410597,126.0,23.1,-1.4326223
9.646,11.028,3.46,9.19,0.67157453,256.0,21.0,-0.7996022
8.346,10.009633,5.9,8.51,-1.6091304,0.0,63.0,-0.42334303
9.708,10.491,4.02,8.87,-1.3462837,411.0,71.7,-1.16059
8.264,9.930933,5.47,8.41,-1.3447915,0.0,41.8,-0.25020516
10.2,10.951,2.51,8.66,-0.3858975,233.0,22.7,-0.4810197
9.306,11.024,6.07,8.98,-1.1072518,125.0,76.9,-0.57803214
10.08,10.806,2.62,8.88,0.7890221,231.0,37.1,-0.85167956
9.3,11.131,5.93,9.24,-1.2961538,0.0,38.8,-0.82483035
9.422,10.729,3.16,8.73,0.58632183,340.0,50.6,-0.8387761
9.81,11.119,4.52,8.99,-0.42407402,438.0,79.7,-1.1158472
9.658,10.592,2.96,8.68,0.4350635,372.0,52.0,-4.214354
9.204,11.141,5.97,9.13,-0.98914725,0.0,53.7,-1.3677154
10.03,11.044,4.35,8.91,-0.959859,423.0,30.3,-5.047535
8.658,10.12,3.57,8.49,-0.5265123,0.0,52.5,-0.5893476
9.131,11.165,5.97,9.24,-1.1543306,0.0,30.7,-0.9354375
8.633,10.245,5.06,8.8,-1.2035433,0.0,25.3,-0.12052665
8.745,10.522,5.52,9.09,-0.9833333,0.0,48.4,-3.9210906
8.933,10.745,6.35,9.41,-0.6540494,0.0,65.1,-4.3048663
9.299,11.155,6.14,9.21,-1.0561224,0.0,23.7,-1.1148981
9.122,10.977,6.5,9.19,-1.2024138,0.0,34.8,-1.0085622
10.08,10.276,2.22,8.44,0.025156345,313.0,56.3,-1.0314285
9.932,11.102,4.17,9.19,0.54923093,475.0,45.2,-0.43264416
9.4,10.072838,2.92,8.87,0.30782327,250.0,41.4,-1.6422751
9.337,11.189,6.25,9.12,-0.87118053,0.0,49.8,-1.7681723
10.174,10.678,2.59,8.75,-0.7796665,279.0,50.0,-3.8767922
9.325,10.799,3.62,8.7,0.31170648,243.0,36.3,-1.5943457
8.842,9.83899,3.37,8.2,-1.2401408,161.0,40.2,-0.53438777
9.765,11.01,4.21,9.54,0.86502767,505.0,56.2,-1.377414
9.673,10.128297,2.83,8.51,0.0038889037,293.0,66.8,-1.9939992
9.489,10.147,2.62,8.27,0.05957675,244.0,53.5,-3.5394692
9.541,11.266,5.81,9.02,-0.98702526,0.0,39.8,-0.81203246
10.08,10.682,2.81,8.45,-0.38647804,163.0,21.1,-0.80782235
9.24,11.088,5.95,9.29,-0.91477275,0.0,40.9,-4.031251
9.909,11.156,5.42,9.24,-1.1974844,570.0,35.2,-0.6838303
10.1,10.856,3.6,8.64,-1.1184465,258.0,56.9,-0.54964906
10.029,11.074,3.24,8.87,0.48866674,424.0,44.6,-0.69475764
9.9,10.732,4.61,9.53,-0.35775393,183.0,39.3,-1.08951
9.823,11.052,4.1,9.05,-0.78814083,292.0,51.7,-0.9488346
9.366,11.135,5.36,9.09,-0.90973157,0.0,61.1,-0.6066052
9.251,11.059,5.61,9.33,-1.15298,0.0,65.0,-4.2843466
9.96,10.285,3.0,8.52,0.09960387,303.0,83.4,-0.5534089
10.029,11.026,3.69,8.88,0.4765019,484.0,66.0,-1.0279691
9.026,10.825,5.71,9.17,-1.11626,0.0,59.5,-1.6319009
9.102,10.595,5.16,9.36,-0.48473254,363.0,75.0,-3.9428148
9.78,9.779905,2.15,8.14,-0.3140044,268.0,81.9,-0.11328887
9.434,10.078,3.38,8.49,0.065384716,328.0,83.4,0.11535481
9.326,10.838,3.11,8.48,0.23778632,153.0,36.4,-4.5163727
9.96,10.72,3.06,9.0,0.51223284,410.0,75.6,-0.84393144
10.185,10.312,2.39,8.43,0.25390625,279.0,49.2,-4.032442
9.96,11.273,5.41,9.41,0.041714445,434.0,60.6,-1.0440999
10.394,10.297,2.09,8.32,-0.6923468,359.0,65.1,-4.0334425
9.73,10.191428,2.76,8.44,-0.12430769,303.0,67.0,-3.8313966
9.92,9.854682,2.06,7.95,-0.08932913,159.0,25.4,-4.4065185
9.233,10.051,5.79,9.33,-1.843092,285.0,49.4,-0.2097959
9.474,11.003,4.78,8.94,-0.75641024,321.0,47.8,-0.27066684
9.253,11.072,5.34,9.36,-0.8473509,0.0,40.4,-0.62263376
8.879,10.664,6.26,9.05,-1.1703571,0.0,40.7,-0.0835497
8.705,10.201,4.64,8.8,-0.47070697,211.0,73.8,-1.0039281
9.93,9.889325,1.7,8.07,-0.10264018,144.0,35.8,-4.2262087
9.476,10.101,2.66,8.3,0.08233696,270.0,60.5,-3.782417
9.449,10.772,5.63,9.22,-1.2874213,647.0,56.9,-0.60421604
8.754,9.073612,2.17,7.87,-1.1637499,142.0,65.3,-0.51363814
9.301,11.134,6.06,9.14,-0.902174,0.0,39.4,-1.0127265
10.44,11.166,3.37,9.19,-1.0298193,430.0,48.9,-0.8280041
9.349,11.352,5.63,9.39,0.0657198,0.0,49.1,-0.9810003
10.46,11.139,3.9,8.84,-0.83931285,553.0,65.0,-1.4236774
8.741,10.125216,4.95,9.07,-0.9322784,319.0,71.9,-0.7630057
9.32,9.390776,2.36,8.09,-0.71332324,214.0,60.6,-1.2710959
9.848,11.334,3.47,9.85,-0.21943265,319.0,59.0,-4.100103
9.379,10.042,2.58,8.35,-0.058741007,159.0,24.8,-4.382532
9.316,9.071737,3.19,8.45,-0.91754097,225.0,63.3,-0.9235408
9.257,10.415,5.74,8.95,-1.2381119,658.0,28.1,-1.4364731
9.254,11.221,5.6,9.39,-0.29732117,0.0,46.0,-1.4802176
8.635,10.452,5.12,9.16,-1.4160838,0.0,66.0,-0.50301677
10.09,10.944,3.78,8.75,-0.92116785,319.0,49.9,-4.3631773
10.29,10.088328,1.65,8.47,0.1406717,283.0,56.8,-1.3580564
9.5,9.357775,2.2,7.8,-0.5925925,184.0,74.4,-0.3140405
9.866,10.937,3.86,9.04,1.0207844,323.0,68.1,-3.7235837
8.779,10.322,6.0,9.24,-1.312037,0.0,61.5,-3.8891296
9.278,11.322,6.37,9.18,-0.24437982,0.0,47.7,-1.4393288
8.952,10.134,3.37,8.7,-0.1227564,156.0,28.4,-3.9967005
9.454,11.027,4.46,9.07,-0.37950313,507.0,70.6,-1.7976213
9.31,10.194377,2.51,8.72,0.14461036,235.0,53.6,-5.2746663
9.86,10.064742,1.99,8.37,-0.30844802,248.0,48.6,-4.2891307
9.48,10.1383,3.6,9.03,0.04288152,236.0,77.4,-0.60967726
8.876,10.728,4.49,9.02,-0.6358434,0.0,38.8,-0.8544728
9.886,10.788,3.8,8.81,-0.9965035,386.0,57.1,-3.8251712
8.541,10.16395,5.43,8.87,-1.3253571,0.0,45.1,-0.44654936
8.808,10.746,4.51,8.94,-0.10419992,298.0,63.2,-0.17294067
8.772,10.733,6.07,9.74,-1.2630435,0.0,52.5,-0.8151725
8.504,10.189,5.31,8.93,-1.1765463,0.0,59.2,-0.36593527
9.965,10.724,4.22,9.28,-0.9084507,343.0,59.4,-3.6324205
8.771,10.444,5.2,9.42,-1.3165584,0.0,53.7,-3.90811
9.093,10.896,5.82,9.45,-1.287676,0.0,65.1,-1.2174785
8.778,9.52891,3.86,8.4,-0.80877835,277.0,71.8,-0.58706445
8.453,10.281,5.66,8.81,-1.1369861,0.0,39.7,-0.3814506
9.146,11.016,5.55,9.08,-0.85086197,0.0,41.1,-1.1712137
9.642,11.03,5.08,9.47,-0.80330855,380.0,48.7,-0.86330783
9.259,10.165,4.41,8.4,-0.7647886,313.0,90.0,-0.8993179
8.733,10.286,5.82,9.02,-1.3778144,0.0,68.2,-1.320596
9.509,11.283,5.41,9.29,-0.13966171,0.0,67.7,-0.68530107
10.45,11.074,3.54,9.04,0.8706185,438.0,48.2,-0.5050236
8.956,10.726,4.91,8.92,-1.1864754,0.0,53.6,-3.4240923
9.77,10.713,2.77,8.99,0.44028237,169.0,21.5,-3.9924054
9.548,10.512,4.15,9.04,-0.37490118,369.0,42.0,-1.5363485
9.135,10.794,4.54,9.25,-0.2537815,432.0,45.4,-0.9711081
7.992,9.159695,4.52,8.5,-1.0970358,0.0,51.7,0.083681956
8.014,9.332353,4.87,8.14,-1.8254601,0.0,60.2,0.005325097
10.12,10.759,3.13,8.95,0.1871271,388.0,67.1,-3.9309528
9.017,10.813,5.98,9.18,-1.0930146,0.0,53.0,-1.3006576
8.099,9.833196,5.88,8.53,-1.9306818,0.0,35.5,-0.2278674
9.403,10.562,3.69,8.99,0.44439682,249.0,69.5,-3.9918737
8.0,9.10666,3.89,8.04,-1.5860627,0.0,34.4,-0.26938093
9.06,10.164647,3.75,8.38,-0.74484974,210.0,72.9,-0.2296811
9.97,10.91,3.88,9.26,0.4609663,361.0,60.1,-0.9152555
9.15,9.44209,2.7,8.64,-0.25868213,239.0,74.1,-0.045976724
8.688,10.425,6.01,9.19,-1.4871875,0.0,35.5,-0.91098773
8.425,10.195509,5.62,8.83,-1.0241026,0.0,59.7,-0.4367322
9.05,10.159,3.92,8.37,-0.6669091,277.0,81.2,-0.0059786616
8.643,9.422225,4.83,8.19,-1.8174418,114.0,30.8,-0.543291
9.61,9.208879,2.0,7.81,-0.6915815,208.0,55.6,0.07027888
7.944,9.606174,5.48,9.09,-2.1878572,0.0,31.1,-0.6044549
9.718,11.038,4.6,8.91,-1.320068,545.0,84.0,-1.4911823
8.035,9.417714,3.75,8.73,-1.1240505,0.0,51.4,-0.7895096
8.638,9.860129,4.57,8.15,-2.009659,255.0,73.6,-1.106549
8.422,9.714161,3.19,9.27,0.20404956,248.0,60.3,-0.4898333
9.66,9.247815,1.56,8.07,-0.5530411,183.0,47.0,-0.78925407
8.279,9.974267,5.83,8.56,-1.6573912,0.0,41.1,-1.2803956
9.4,9.626213,2.4,8.18,-0.87685186,199.0,51.2,-0.5338091
9.07,10.513,3.97,9.02,-0.71281236,301.0,50.1,-1.2195889
8.698,10.386,5.53,9.23,-1.5539999,0.0,40.8,-0.8024161
9.866,10.799,3.87,9.15,0.7958508,397.0,53.7,-4.05021
9.681,10.65,5.06,8.9,-0.8003934,421.0,64.2,-4.3233113
9.053,11.066,5.74,9.33,-0.8991574,0.0,55.8,-1.4692819
9.362,10.8,5.9,9.09,-1.2180645,438.0,68.5,-1.2973287
10.31,10.53,1.94,8.32,-0.121868774,105.0,24.3,-0.3743436
9.806,10.585,3.73,9.1,-0.99813086,377.0,71.5,-0.6424211
9.27,10.873,4.25,8.98,-0.75742185,262.0,41.4,-0.42955002
9.071,10.833,6.22,9.38,-1.4178029,0.0,59.4,-0.8598925
9.9,11.203,5.56,9.28,-0.76502883,464.0,45.7,-4.265741
9.386,11.037,4.13,9.29,-1.1536912,533.0,56.9,-0.6498629
9.414,10.66,4.1,8.89,0.4748782,317.0,76.7,-0.23116463
9.662,11.396,6.29,9.53,-0.7885133,672.0,59.4,-1.3105599
9.593,10.079,2.57,8.18,0.07829134,245.0,54.7,-4.3328505
9.071,11.009,5.59,9.17,-0.996124,0.0,38.5,-1.1691296
9.047,11.042,5.58,9.16,-1.1608391,0.0,49.7,-0.055024836
9.038,10.833,6.09,8.72,-1.255137,0.0,59.9,-0.44583935
8.646,10.351,4.55,9.55,-1.4175595,0.0,69.4,-0.74865556
8.872,10.665,5.7,9.65,-1.3209677,0.0,45.5,-1.0434375
9.005,10.793,5.38,9.68,-1.310569,0.0,61.4,-3.9543118
9.069,10.948,5.53,9.17,-0.75573766,0.0,75.1,-0.38930842
8.699,10.084,3.21,8.28,-0.39912596,114.0,21.0,-0.19771199
8.605,10.92,5.26,9.0,0.6289744,56.0,53.1,-0.56999296
8.712,10.133,5.3,8.9,-1.2123288,0.0,70.2,-0.2675335
9.007,10.972,5.28,9.31,-0.9410568,0.0,66.1,-0.2472221
8.657,10.476,5.48,9.22,-1.2188312,0.0,41.0,-0.74304754
8.936,10.818,5.27,9.29,-1.082377,520.0,39.0,0.063990615
8.795,10.456,5.78,9.14,-1.2947761,101.0,35.6,-0.25386807
8.733,10.373,5.4,9.43,-1.1626811,0.0,68.4,-4.0566597
10.0,10.696,2.98,9.24,-1.0356588,326.0,30.6,-4.2006173
8.926,10.714,5.58,9.34,-0.88560003,0.0,53.3,-1.7707045
8.705,10.403,5.46,9.16,-1.6278168,0.0,53.3,-0.21833982
9.941,10.516,4.75,9.31,-1.2888112,322.0,45.1,-4.383083
9.308,10.78,5.25,9.6,-0.8405659,360.0,66.7,-1.0103972
9.548,10.303,2.91,8.06,-0.92749995,208.0,40.1,-0.31981203
9.487,11.262,5.39,9.17,-1.0225165,0.0,30.2,-0.5651164
9.193,10.903,6.21,9.45,-1.1544117,477.0,59.2,-1.1061757
8.898,10.697,5.92,9.12,-1.1601306,0.0,48.7,-0.0009828366
10.37,11.062,2.93,8.62,0.24400003,414.0,52.4,-0.20598042
9.728,10.415,2.83,8.51,0.3088131,299.0,53.7,-0.3786025
9.382,10.819,5.38,9.65,-0.7837746,345.0,68.8,-3.438214
9.72,10.859,4.79,8.86,-1.0180272,111.0,30.1,-4.1746817
9.434,10.276,2.97,8.67,0.3436651,206.0,39.4,-3.6530817
9.473,11.077,5.87,9.21,-0.6588436,460.0,22.9,-0.7039826
8.929,10.828,5.83,9.21,-1.2312081,0.0,53.2,-1.1480894
10.44,11.081,2.83,8.8,0.76256835,197.0,28.1,-0.3221769
9.322,10.956,4.22,9.41,1.407143,160.0,60.9,-1.275435
10.221,10.678,2.9,8.7,0.16457643,339.0,64.2,-3.6747887
10.029,10.825,3.83,9.03,-1.0299212,424.0,63.7,-0.35982078
9.046,10.984,5.16,9.21,-0.85759485,0.0,46.3,-0.17025316
8.898,10.756,5.57,9.38,-1.1547945,0.0,48.0,-0.37760237
8.768,10.472,5.17,9.23,-0.029245116,340.0,43.9,-3.722648
8.802,10.122,2.67,9.25,0.15790766,192.0,51.5,-3.5355275
9.245,11.055,5.74,9.09,-0.9725563,0.0,51.6,-1.724304
8.908,10.899,5.13,9.42,-0.8221372,0.0,56.5,-0.17011485
9.683,11.085,4.64,9.55,-0.4757763,556.0,60.4,-1.236926
9.66,11.041,3.72,8.91,0.43380022,402.0,43.5,-1.128796
9.642,11.048,6.16,9.26,-1.1741722,391.0,75.5,-1.8862942
9.614,11.06,4.4,9.15,-0.77852094,277.0,34.3,-4.160838
9.281,11.253,5.19,8.99,-0.582456,324.0,36.4,-1.8506553
8.721,10.531,3.9,9.01,0.10295558,0.0,64.9,-3.6803808
9.95,10.941,3.92,8.86,-1.1681101,322.0,49.0,-0.9510482
9.582,10.45,3.55,8.68,0.042463396,324.0,68.2,-4.0368457
9.244,11.27,5.63,9.34,-0.7588815,635.0,59.2,-1.1984935
9.245,11.049,5.71,8.99,-0.64640296,0.0,41.0,-1.6006284
9.197,11.024,5.41,9.07,-1.1369401,256.0,55.8,-1.1203684
10.32,11.27,3.28,9.16,-0.45222205,514.0,47.9,-0.1684568
9.256,11.174,5.9,9.32,-0.20539983,0.0,49.6,-1.7956332
10.227,10.762,2.81,8.76,0.5346387,218.0,31.0,-0.8078211
9.836,10.183,2.31,8.07,0.04915273,163.0,36.3,-3.8871017
9.199,10.966,4.53,8.73,0.034387484,0.0,70.3,-0.8202857
9.94,10.144,2.21,8.13,-0.3493589,174.0,34.2,-3.729515
9.261,10.792,5.55,9.22,-1.3299106,232.0,56.1,-0.5921905
9.257,11.141,5.82,9.61,-0.8837838,0.0,46.2,-0.62371665
10.02,11.096,3.34,8.73,-0.33136347,203.0,24.6,-0.24411915
8.748,10.444,5.99,9.02,-1.3066176,0.0,69.6,-0.58486986
9.112,11.033,5.68,9.53,-0.9803703,0.0,62.7,-0.5601205
9.45,10.875,4.98,9.14,-0.6393082,387.0,65.2,-0.3033371
8.695,10.514,5.91,8.86,-1.3145269,0.0,57.4,-0.1772875
8.816,10.549,5.65,9.41,-1.1801324,0.0,63.1,-4.024644
10.263,10.424,1.78,8.51,0.44754127,103.0,25.5,-0.043192286
9.143,10.976,6.1,9.1,-1.0467741,0.0,66.7,0.0019473261
9.3,11.077,4.55,9.19,-1.1958599,0.0,56.5,-0.9401891
10.22,10.771,4.12,9.18,0.8904456,296.0,54.0,-0.4668395
9.033,10.782,5.86,9.32,-1.1337578,0.0,59.9,-0.4406752
9.723,10.968,3.71,8.59,-0.7820511,338.0,55.9,-0.7423009
9.343,11.086,6.11,9.23,-1.1129869,0.0,35.2,-1.328229
9.272,11.025,6.12,9.4,-0.44076642,0.0,46.1,-0.19612151
8.66,10.52,5.72,8.99,-1.3248174,0.0,52.0,-0.28510416
8.78,10.638,5.79,8.92,-1.0279503,0.0,52.2,-0.29411706
10.41,10.78,2.77,8.93,0.66174984,418.0,56.7,-2.9012957
8.585,10.337,5.93,9.22,-1.4101503,0.0,54.0,-0.3643604
9.08,10.881,5.86,9.09,-0.87978727,0.0,46.1,-3.6789315
8.856,10.682,5.77,8.84,-1.2044119,0.0,34.3,-0.45778373
8.643,10.385,5.44,8.92,-1.3006369,191.0,49.1,-0.07334015
9.294,11.123,4.77,9.14,-0.50912696,0.0,57.1,-0.86439705
9.103,11.051,5.97,9.4,-1.258,0.0,41.4,-0.5040925
9.83,11.018,3.91,8.92,-0.9499998,344.0,41.3,-1.0539145
9.184,10.978,5.79,9.06,-0.62374514,0.0,55.3,-3.6159704
8.709,10.504,5.49,9.15,-1.2841216,0.0,25.7,-3.5102754
8.577,10.085,5.15,9.13,-1.3973261,0.0,67.2,0.051759005
8.668,10.011,5.57,8.65,-1.5619402,0.0,45.2,-0.7229035
8.669,10.5,5.66,9.19,-1.1928058,0.0,59.5,-1.5611178
10.3,11.138,4.41,9.18,-1.0555555,117.0,22.0,-0.8906889
8.811,10.259,5.59,8.92,-1.5875885,0.0,63.3,-0.5087401
8.701,10.236,5.86,8.67,-1.3538461,0.0,44.1,-1.1284878
10.21,11.133,3.5,8.76,0.7751112,433.0,70.6,-3.8246505
9.106,10.902,5.65,9.4,-1.1792253,0.0,12.1,-0.3687818
10.023,10.871,3.45,9.08,0.6047674,355.0,59.6,-1.1352776
8.821,10.653,6.05,9.01,-1.1895684,0.0,36.4,-0.5756017
8.965,10.569,3.99,9.27,0.43023974,332.0,60.1,-3.950069
8.911,10.72,5.89,9.17,-1.2036291,0.0,63.4,-0.53310305
9.314,11.192,4.84,9.02,-0.42199996,229.0,24.7,-1.6991764
9.75,10.089,3.21,8.26,-0.17836781,286.0,80.5,-0.34519422
8.723,10.221,5.22,8.75,-1.1631372,0.0,68.2,-0.46265063
10.06,10.357,2.17,8.2,0.1159302,137.0,28.6,-0.8099205
9.178,11.018,5.77,9.55,-1.9536586,0.0,30.9,-0.3983353
9.621,11.187,4.8,9.29,-0.4334355,558.0,50.2,-0.62084883
9.079,10.074,5.68,9.08,-2.323,205.0,65.2,0.047676418
9.47,11.255,4.85,9.17,0.5755001,0.0,49.9,-0.7472916
10.476,11.026,4.37,8.86,-0.81952035,495.0,72.2,-4.0059714
9.382,10.677,5.99,9.1,-1.432716,200.0,60.5,-4.625455
9.374,11.168,5.71,9.33,-0.8916168,215.0,15.1,-1.1585398
10.42,10.94,3.79,8.85,0.10376336,565.0,78.8,-0.106607646
9.889,10.378,2.14,8.42,0.68755436,196.0,38.4,-3.9859061
8.822,10.61,5.89,9.38,-1.3219696,0.0,50.7,-3.8744748
9.889,10.462,5.37,9.1,0.06688181,675.0,61.0,-0.8788439
9.928,10.781,6.14,9.28,-1.3397726,446.0,39.7,-1.0497844
8.763,10.551,6.3,9.15,-1.1891567,0.0,36.7,-4.1321526
8.913,10.69,5.63,9.32,-1.2713792,0.0,57.4,-0.2125069
9.292,10.363,3.82,9.1,-0.84741366,292.0,48.8,-3.6637542
9.098,10.042,2.58,8.54,0.19053626,196.0,39.0,-4.2504992
9.498,10.455,4.52,9.18,-1.2638686,295.0,34.4,-0.21157072
8.707,10.354,4.78,8.75,-1.0051094,0.0,30.4,-0.20239325
8.732,10.48,4.31,8.86,-1.3334558,0.0,50.2,-0.2847345
8.682,10.133,5.83,8.84,-1.4243902,0.0,56.9,-0.5380775
8.976,10.781,4.93,9.18,-0.3940929,0.0,31.4,-0.6778211
8.618,10.474,6.06,9.08,-1.1302156,0.0,74.0,-0.08900355
8.736,10.041,5.56,9.11,-1.5584337,0.0,35.0,-0.5220362
8.646,10.226,4.96,8.76,-0.9818385,0.0,59.8,-0.41879904
8.646,10.051,5.25,9.32,-1.3600649,0.0,53.5,-0.46117046
8.769,10.208,5.78,9.47,-1.6558218,0.0,48.7,-0.25238392
8.668,10.326,6.17,9.26,-1.3551369,0.0,73.0,-0.07303968
8.523,10.016,4.83,8.69,-0.86141545,0.0,72.5,-0.07113894
8.663,10.211,5.79,9.05,-1.4259398,0.0,70.0,-0.10829102
8.637,10.467,5.53,9.01,-1.4537736,0.0,78.4,-0.13014662
8.664,10.331,4.84,9.23,-0.52972955,0.0,44.3,-4.210529
