loss,mae,val_loss,val_mae,learning_rate
0.19801238179206848,0.38447868824005127,0.06191520765423775,0.19280090928077698,0.0005000000237487257
0.06483854353427887,0.21161988377571106,0.0714545026421547,0.23630020022392273,0.0005000000237487257
0.06155839562416077,0.20788176357746124,0.0352787971496582,0.1591358482837677,0.0005000000237487257
0.04073188826441765,0.16730666160583496,0.03083581104874611,0.13666890561580658,0.0005000000237487257
0.03371456637978554,0.144056499004364,0.01856967620551586,0.10705260187387466,0.0005000000237487257
0.02824462205171585,0.13000164926052094,0.01972179487347603,0.10697384923696518,0.0005000000237487257
0.025318095460534096,0.12426895648241043,0.01719086430966854,0.10640928894281387,0.0005000000237487257
0.025102274492383003,0.12405643612146378,0.015809090808033943,0.10150035470724106,0.0005000000237487257
0.022578781470656395,0.11665090918540955,0.014039607718586922,0.09096322953701019,0.0005000000237487257
0.019793760031461716,0.10862666368484497,0.012859484180808067,0.08705456554889679,0.0005000000237487257
0.01837395317852497,0.10421457141637802,0.012048879638314247,0.08484131842851639,0.0005000000237487257
0.019238997250795364,0.10812655836343765,0.011351881548762321,0.08246710151433945,0.0005000000237487257
0.018126346170902252,0.1015903651714325,0.010675735771656036,0.07936142385005951,0.0005000000237487257
0.018179720267653465,0.10310689359903336,0.010528136976063251,0.07883389294147491,0.0005000000237487257
0.018835365772247314,0.10458718985319138,0.010386492125689983,0.0788649395108223,0.0005000000237487257
0.017090072855353355,0.1002969965338707,0.009679694660007954,0.07476619631052017,0.0005000000237487257
0.017529839649796486,0.10129953175783157,0.009671764448285103,0.07473856210708618,0.0005000000237487257
0.016750184819102287,0.09816418588161469,0.01027862448245287,0.07954967767000198,0.0005000000237487257
0.015101942233741283,0.09435229748487473,0.009078812785446644,0.0725390687584877,0.0005000000237487257
0.014477903954684734,0.09207091480493546,0.009159119799733162,0.07264898717403412,0.0005000000237487257
0.01427281741052866,0.09114731848239899,0.008958864957094193,0.07076267153024673,0.0005000000237487257
0.015174086205661297,0.09415837377309799,0.008879979141056538,0.06991647183895111,0.0005000000237487257
0.014952357858419418,0.09313598275184631,0.009318732656538486,0.07315023243427277,0.0005000000237487257
0.014925558120012283,0.09187573194503784,0.00907270796597004,0.07184473425149918,0.0005000000237487257
0.01478777639567852,0.09511302411556244,0.008584728464484215,0.0697331577539444,0.0005000000237487257
