loss,mae,val_loss,val_mae,learning_rate
0.2740465998649597,0.4796794354915619,0.20205608010292053,0.3987186551094055,0.0005000000237487257
0.1759084165096283,0.3631777763366699,0.11264483630657196,0.27934664487838745,0.0005000000237487257
0.10334073752164841,0.264272540807724,0.0580066442489624,0.18332920968532562,0.0005000000237487257
0.05583912879228592,0.18584990501403809,0.035068411380052567,0.15248268842697144,0.0005000000237487257
0.04700785502791405,0.1814270168542862,0.034506894648075104,0.15945330262184143,0.0005000000237487257
0.04502373933792114,0.17666563391685486,0.03579583019018173,0.16397574543952942,0.0005000000237487257
0.042867328971624374,0.17222756147384644,0.029383808374404907,0.14483584463596344,0.0005000000237487257
0.03711260110139847,0.16009001433849335,0.023239102214574814,0.12410970777273178,0.0005000000237487257
0.03594671189785004,0.15074355900287628,0.021120747551321983,0.11427973210811615,0.0005000000237487257
0.03011455200612545,0.13864269852638245,0.020325997844338417,0.11100897938013077,0.0005000000237487257
0.028953896835446358,0.1362687647342682,0.01889738440513611,0.10754996538162231,0.0005000000237487257
0.024394206702709198,0.12454935908317566,0.017398769035935402,0.10273329168558121,0.0005000000237487257
0.02805105596780777,0.1321132481098175,0.016642868518829346,0.10009562969207764,0.0005000000237487257
0.025267882272601128,0.12563681602478027,0.01635502651333809,0.09953974932432175,0.0005000000237487257
0.024684453383088112,0.12370336800813675,0.01625693216919899,0.10020457208156586,0.0005000000237487257
0.0236499160528183,0.1198674887418747,0.016242962330579758,0.10115224123001099,0.0005000000237487257
0.02619437873363495,0.12466054409742355,0.015940815210342407,0.10019544512033463,0.0005000000237487257
0.024964820593595505,0.12408871203660965,0.015420829877257347,0.0977071076631546,0.0005000000237487257
0.02409258484840393,0.11982329189777374,0.015008905902504921,0.0958452820777893,0.0005000000237487257
0.02256905846297741,0.11593129485845566,0.014679444953799248,0.09473462402820587,0.0005000000237487257
0.023819616064429283,0.1228192076086998,0.014383194968104362,0.094035305082798,0.0005000000237487257
0.022241462022066116,0.11538934707641602,0.013953683897852898,0.09236811101436615,0.0005000000237487257
0.021073486655950546,0.11290472000837326,0.013511337339878082,0.09052518755197525,0.0005000000237487257
0.02342163771390915,0.11893818527460098,0.01326444186270237,0.0900651216506958,0.0005000000237487257
0.019895518198609352,0.11013209819793701,0.01327609084546566,0.09094138443470001,0.0005000000237487257
0.021423624828457832,0.1159975603222847,0.012786787934601307,0.08922997117042542,0.0005000000237487257
0.019850462675094604,0.10983237624168396,0.012324526906013489,0.08737362921237946,0.0005000000237487257
0.02166963927447796,0.1151648759841919,0.01203937642276287,0.08541752398014069,0.0005000000237487257
0.02088366448879242,0.11307801306247711,0.011788723058998585,0.0840635597705841,0.0005000000237487257
0.018472926691174507,0.10844433307647705,0.012029590085148811,0.08680983632802963,0.0005000000237487257
0.01988629437983036,0.11140167713165283,0.012019908055663109,0.08700191974639893,0.0005000000237487257
0.018889281898736954,0.10636318475008011,0.011391443200409412,0.08392500132322311,0.0005000000237487257
0.017934231087565422,0.10416209697723389,0.011398759670555592,0.08420678228139877,0.0005000000237487257
0.018215665593743324,0.10355591028928757,0.011019902303814888,0.08235643804073334,0.0005000000237487257
0.01934933103621006,0.1083197221159935,0.010489371605217457,0.0793844610452652,0.0005000000237487257
0.017828794196248055,0.10199767351150513,0.010388804599642754,0.07901734113693237,0.0005000000237487257
0.018106117844581604,0.10416645556688309,0.010349658317863941,0.07896944135427475,0.0005000000237487257
0.01735193282365799,0.10108885914087296,0.010411092080175877,0.07952111214399338,0.0005000000237487257
0.016259046271443367,0.09974030405282974,0.010416766628623009,0.07965955883264542,0.0005000000237487257
0.015643196180462837,0.09866631031036377,0.010287265293300152,0.07919588685035706,0.0005000000237487257
0.015976589173078537,0.09890308231115341,0.010026318952441216,0.07793641835451126,0.0005000000237487257
0.01685325615108013,0.09847366809844971,0.009695233777165413,0.07606242597103119,0.0005000000237487257
